alpha3,name,country_code,year,fb,pop,fb_share,refugee,disp,imm,disp_share
UZB,Uzbekistan,860,2010,1220149,28515909,4.278836070068817,311,1880557,1220149,0.06594764347157932
UZB,Uzbekistan,860,2015,1170873,30929557,3.7856119310082583,107,1957924,1170873,0.06330268487194951
UZB,Uzbekistan,860,2019,1168384,32981716,3.5425203467278656,20,1986227,1168384,0.06022206364277711
NA,Southern Asia,5501,1990,19537940,1189861413,1.6420349283147988,7008227,NA,19537940,NA
NA,Southern Asia,5501,1995,15343019,1323030420,1.1596875452039872,3657332,NA,15343019,NA
NA,Southern Asia,5501,2000,15278079,1456569469.0000002,1.0489083648368025,4175505,NA,15278079,NA
NA,Southern Asia,5501,2005,13722314,1588623899,0.8637861994042682,2450863,NA,13722314,NA
NA,Southern Asia,5501,2010,14311392,1712555453,0.8356746623842024,3486116,NA,14311392,NA
NA,Southern Asia,5501,2015,14051010,1827847310,0.7687190239101536,3432163,NA,14051010,NA
NA,Southern Asia,5501,2019,14083627,1918211380.9999998,0.7342062058175225,3615278,NA,14083627,NA
AFG,Afghanistan,4,1990,57686,12412308,0.4647483771753005,25,6823350,57686,0.5497245153761895
AFG,Afghanistan,4,1995,71522,18110657,0.39491665045613755,19605,3716077,71522,0.20518731043274685
AFG,Afghanistan,4,2000,75917,20779953,0.3653376886848589,0,4606374,75917,0.2216739373760855
AFG,Afghanistan,4,2005,87300,25654277,0.34029413497016503,32,3898656,87300,0.1519690459411505
AFG,Afghanistan,4,2010,102246,29185507,0.35033141620599567,6434,5055805,102246,0.17322998706172896
AFG,Afghanistan,4,2015,489749,34413603,1.4231261980909118,407953,4977199,489749,0.1446288259906991
AFG,Afghanistan,4,2019,149762,38041754,0.393677957120484,76146,5120959,149762,0.13461416631840897
BGD,Bangladesh,50,1990,881617,103171956,0.8545122474948521,73,5451831,881617,0.052842179322450764
BGD,Bangladesh,50,1995,934735,115169930,0.8116137606404727,10996,5425050,934735,0.04710474339960092
BGD,Bangladesh,50,2000,987853,127657854,0.7738286122215402,21919,5442722,987853,0.0426352302616649
BGD,Bangladesh,50,2005,1166700,139035505,0.839138175532933,125586,5786866,1166700,0.0416214980482863
BGD,Bangladesh,50,2010,1345546,147575430,0.9117683072310886,229253,6750115,1345546,0.04574010050317997
BGD,Bangladesh,50,2015,1422805,156256276,0.910558626137999,232584,7307740,1422805,0.046767657511561325
BGD,Bangladesh,50,2019,2185613,163046161,1.3404872501107217,932334,7835380,2185613,0.04805620661010228
BTN,Bhutan,64,1990,23807,530804,4.485083006156698,0,28465,23807,0.053626197240412656
BTN,Bhutan,64,1995,27972,534620,5.232127492424526,0,117971,27972,0.22066327484942577
BTN,Bhutan,64,2000,32137,591021,5.437539444452905,0,120187,32137,0.2033548723311016
BTN,Bhutan,64,2005,40279,648739,6.2088143305705374,0,118031,40279,0.18193911573067134
BTN,Bhutan,64,2010,48420,685503,7.063426418265128,0,86154,48420,0.12567997514234072
BTN,Bhutan,64,2015,51106,727876,7.021250872401343,0,47997,51106,0.0659411767938495
BTN,Bhutan,64,2019,53254,763092,6.978712920591488,0,49233,53254,0.06451777767294115
IND,India,356,1990,7594801,873277798,0.8696890058803488,212743,6623177,7594801,0.007584272742497915
IND,India,356,1995,6952238,963922588,0.7212444325456558,227480,7157482,6952238,0.0074253701377106855
IND,India,356,2000,6411331,1056575549.0000001,0.6068028931833628,171000,7932405,6411331,0.0075076552807867404
IND,India,356,2005,5923945,1147609927,0.5161984800432979,139586,9597951,5923945,0.008363426260254022
IND,India,356,2010,5439758,1234281170,0.44072275687394635,188567,13229275,5439758,0.010718202077084267
IND,India,356,2015,5240960,1310152403,0.40002674406421707,207861,15932628,5240960,0.012160896673942139
IND,India,356,2019,5154737,1366417754,0.377244586065295,207619,17513533,5154737,0.012817114640622563
IRN,Iran (Islamic Republic of),364,1990,4291601,56366217,7.613782205749234,3512201,631339,4291601,0.011200662978677459
IRN,Iran (Islamic Republic of),364,1995,2937668,61442664,4.781153369261463,2071988,746894,2937668,0.012155950790154541
IRN,Iran (Islamic Republic of),364,2000,2803805,65623405,4.272568605667445,1851844,831372,2803805,0.012668833627270636
IRN,Iran (Islamic Republic of),364,2005,2568930,69762347,3.6824019123095164,974302,889941,2568930,0.012756752578866075
IRN,Iran (Islamic Republic of),364,2010,2761561,73762519,3.7438539754858424,1073366,989560,2761561,0.013415485444579245
IRN,Iran (Islamic Republic of),364,2015,2726420,78492215,3.473490969773245,982085,1171925,2726420,0.014930461575074674
IRN,Iran (Islamic Republic of),364,2019,2682214,82913906,3.2349386603496884,979519,1302576,2682214,0.015709982352055635
MDV,Maldives,462,1990,8689,223158,3.893653823748197,0,2193,8689,0.009827118006076413
MDV,Maldives,462,1995,18510,254139,7.283415768536116,0,1688,18510,0.00664203447719555
MDV,Maldives,462,2000,27092,279398,9.696561893785924,0,1217,27092,0.004355793527512724
MDV,Maldives,462,2005,45045,319608,14.0938274386123,0,1771,45045,0.005541162924582614
MDV,Maldives,462,2010,54659,365734,14.945014682802256,0,2746,54659,0.007508189011686089
MDV,Maldives,462,2015,64273,454915,14.128573469769076,0,2935,64273,0.006451754723409868
MDV,Maldives,462,2019,69249,530953,13.042397349671253,0,3053,69249,0.005750038138968986
NPL,Nepal,524,1990,429974,18905478,2.2743355127016622,17325,748060,429974,0.03956842561716768
NPL,Nepal,524,1995,690225,21576071,3.199030073640377,124754,856036,690225,0.03967524949282935
NPL,Nepal,524,2000,717900,23941110,2.9986078339726103,129237,977405,717900,0.04082538361838695
NPL,Nepal,524,2005,679457,25744500,2.639231680553128,126436,1138625,679457,0.044227893336440796
NPL,Nepal,524,2010,578657,27013212,2.1421258604863427,87514,1434586,578657,0.053106827873708615
NPL,Nepal,524,2015,509471,27015031,1.8858797533861797,32684,2013895,509471,0.07454720299969303
NPL,Nepal,524,2019,490802,28608710,1.715568440520387,21607,2285420,490802,0.07988546145561963
PAK,Pakistan,586,1990,6208204,107647921,5.767137853038518,3265845,3343328,6208204,0.031057989498933285
PAK,Pakistan,586,1995,3669308,123776839,2.964454440462807,1202493,3345394,3669308,0.027027625095515647
PAK,Pakistan,586,2000,4181912,142343578,2.9379000154120054,2001466,3401303,4181912,0.023895022506740696
PAK,Pakistan,586,2005,3171132,160304008,1.9781988233257397,1084694,3902648,3171132,0.02434529272655491
PAK,Pakistan,586,2010,3941586,179424641,2.196791911095422,1900621,4992279,3941586,0.027823820475137526
PAK,Pakistan,586,2015,3506520,199426964,1.7582978398046514,1567604,6103245,3506520,0.030603910712896375
PAK,Pakistan,586,2019,3257978,216565318,1.5043858500002296,1396619,6509984,3257978,0.030060141024058153
LKA,Sri Lanka,144,1990,41561,17325773,0.23987962903588772,15,885951,41561,0.05113486134211732
LKA,Sri Lanka,144,1995,40841,18242912,0.22387325006007813,16,925755,40841,0.050746010286077135
LKA,Sri Lanka,144,2000,40132,18777601,0.21372272208787485,39,981294,40132,0.05225875232943761
LKA,Sri Lanka,144,2005,39526,19544988,0.20223087371555307,227,1137286,39526,0.05818811451815678
LKA,Sri Lanka,144,2010,38959,20261737,0.19227867778562124,361,1410887,38959,0.06963307242612023
LKA,Sri Lanka,144,2015,39706,20908027,0.18990792388014424,1392,1624552,39706,0.07769991879195488
LKA,Sri Lanka,144,2019,40018,21323733,0.18766882890533285,1434,1910470,40018,0.0895935997697964
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,1990,6835882,1837799001.0000002,0.37196026313434694,460736,NA,6835882,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,1995,8339806,1950219959,0.4276341220646896,466010,NA,8339806,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,2000,10506212,2044789239.9999995,0.5138041512777132,612677,NA,10506212,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,2005,12947187,2125348375.9999998,0.6091795183417028,465074,NA,12947187,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,2010,15748091,2201806681.9999995,0.7152349535834501,497535,NA,15748091,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,2015,17874084,2279489630,0.7841265766144329,628284,NA,17874084,NA
NA,EASTERN AND SOUTH-EASTERN ASIA,1832,2019,18296631,2334622904,0.783708194100712,644936,NA,18296631,NA
NA,Eastern Asia,906,1990,3959266,1393334798.0000002,0.28415754818462513,302759,NA,3959266,NA
NA,Eastern Asia,906,1995,4639749,1464564632.9999998,0.31680056280588886,300610,NA,4639749,NA
NA,Eastern Asia,906,2000,5393004,1519781309,0.3548539495822948,298488,NA,5393004,NA
NA,Eastern Asia,906,2005,6228684,1564192305,0.3982044905917115,300444,NA,6228684,NA
NA,Eastern Asia,906,2010,7062527,1604859437,0.44007137554689163,304809,NA,7062527,NA
NA,Eastern Asia,906,2015,7636397,1645183926.0000002,0.4641667645371828,326732,NA,7636397,NA
NA,Eastern Asia,906,2019,8105764,1672611098,0.484617375174202,367613,NA,8105764,NA
CHN,China,156,1990,376361,1197362194.0000002,0.031432510721146084,285788,4231648,376361,0.0035341419841087777
CHN,China,156,1995,442198,1262276568,0.03503178393786044,289747,5030369,442198,0.003985155969400835
CHN,China,156,2000,508034,1312517292,0.038706842423833,293705,5885006,508034,0.004483755022406211
CHN,China,156,2005,678947,1353482092.9999998,0.05016298357484069,297346,7327438,678947,0.005413767967745105
CHN,China,156,2010,849861,1391998166,0.06105331319811523,300986,8733242,849861,0.006273889013155496
CHN,China,156,2015,978046,1430405347,0.06837544350985987,301052,10164016,978046,0.007105689321783555
CHN,China,156,2019,1030871,1457557562,0.07072592032560839,322383,10734807,1030871,0.007364928343049549
HKG,"China, Hong Kong SAR",344,1990,2218473,5727938,38.73074394310832,10092,551080,2218473,0.09620914192856138
HKG,"China, Hong Kong SAR",344,1995,2443798,6084227,40.16612134951573,5536,619223,2443798,0.10177513100678197
HKG,"China, Hong Kong SAR",344,2000,2669122,6606327,40.40251110791216,979,687946,2669122,0.10413441538694648
HKG,"China, Hong Kong SAR",344,2005,2721235,6769574,40.19802427745084,567,803530,2721235,0.11869727696307035
HKG,"China, Hong Kong SAR",344,2010,2779950,6966331,39.90551123683328,154,943069,2779950,0.13537527860792145
HKG,"China, Hong Kong SAR",344,2015,2838665,7185996,39.50273559851689,2448,1043301,2838665,0.14518530207921074
HKG,"China, Hong Kong SAR",344,2019,2942254,7436154,39.566878254538565,103,1111170,2942254,0.14942805111351917
MAC,"China, Macao SAR",446,1990,205047,343808,59.63997347356665,0,95648,205047,0.2782017870439315
MAC,"China, Macao SAR",446,1995,224929,385513,58.34537356716894,0,98093,224929,0.25444796932917957
MAC,"China, Macao SAR",446,2000,240791,427782,56.288249622471255,0,101637,240791,0.2375906419624949
MAC,"China, Macao SAR",446,2005,279308,482858,57.84474938801884,0,115392,279308,0.238977090573212
MAC,"China, Macao SAR",446,2010,318506,538219,59.17776964395533,0,130805,318506,0.24303304045379298
MAC,"China, Macao SAR",446,2015,376066,602085,62.46061602597639,7,141022,376066,0.23422274263600654
MAC,"China, Macao SAR",446,2019,399572,640445,62.38974463068647,5,161953,399572,0.25287573484061865
PRK,Dem. People's Republic of Korea,408,1990,34103,20293054,0.1680525760193611,0,39784,34103,0.001960473766048225
PRK,Dem. People's Republic of Korea,408,1995,35143,21862299,0.1607470467767365,0,54029,35143,0.0024713320406056106
PRK,Dem. People's Republic of Korea,408,2000,36183,22929075,0.15780401084649073,0,72414,36183,0.0031581736288969356
PRK,Dem. People's Republic of Korea,408,2005,40097,23904167,0.16774062865273656,0,86930,40097,0.0036366044464130457
PRK,Dem. People's Republic of Korea,408,2010,44010,24548836,0.1792753025031411,0,96575,44010,0.00393399507821878
PRK,Dem. People's Republic of Korea,408,2015,48458,25183833,0.19241709552314773,0,107527,48458,0.0042696836498240754
PRK,Dem. People's Republic of Korea,408,2019,49393,25666161,0.1924440511379945,0,113121,49393,0.004407398519786422
JPN,Japan,392,1990,1075317,124505240,0.8636720831990685,6649,608921,1075317,0.004890725884308163
JPN,Japan,392,1995,1362371,126365484,1.0781195599266646,5322,657199,1362371,0.005200779352057877
JPN,Japan,392,2000,1686444,127524174,1.3224504398671895,3752,712768,1686444,0.005589277527882674
JPN,Japan,392,2005,2011555,128326116,1.5675336110071314,1941,722116,2011555,0.00562719438964396
JPN,Japan,392,2010,2134151,128542353,1.6602706813683425,2586,760479,2134151,0.005916174570104532
JPN,Japan,392,2015,2232189,127985133,1.7441002307666469,16305,780907,2232189,0.0061015446223742255
JPN,Japan,392,2019,2498891,126860301,1.9697974703686065,33395,838957,2498891,0.006613235136498691
MNG,Mongolia,496,1990,6718,2184145,0.3075803117467018,0,24466,6718,0.011201637253936894
MNG,Mongolia,496,1995,7424,2298020,0.32306072183880036,0,27694,7424,0.012051244114498568
MNG,Mongolia,496,2000,8206,2397418,0.34228490818038404,0,30649,8206,0.012784170303217879
MNG,Mongolia,496,2005,11477,2526424,0.4542784584060316,2,42378,11477,0.016773906517670828
MNG,Mongolia,496,2010,16062,2719896,0.5905372852491418,13,57766,16062,0.021238312053107913
MNG,Mongolia,496,2015,19886,2998439,0.6632117578513353,15,66866,19886,0.0223002702406152
MNG,Mongolia,496,2019,21128,3225167,0.6550978600487974,0,73494,21128,0.022787657197286218
KOR,Republic of Korea,410,1990,43247,42918419,0.10076559437103216,230,1624729,43247,0.037856217397010825
KOR,Republic of Korea,410,1995,123886,45292522,0.27352418132070455,5,1785743,123886,0.03942688375798548
KOR,Republic of Korea,410,2000,244224,47379241,0.5154662566249215,52,1952161,244224,0.04120287617102182
KOR,Republic of Korea,410,2005,486065,48701073,0.9980580920670887,588,2039728,486065,0.04188260903409664
KOR,Republic of Korea,410,2010,919987,49545636,1.8568476949211028,1070,2309955,919987,0.04662277420356457
KOR,Republic of Korea,410,2015,1143087,50823093,2.249148826892531,6905,2211910,1143087,0.04352175102762833
KOR,Republic of Korea,410,2019,1163655,51225308,2.2716408069230156,11727,2307369,1163655,0.04504353590221458
NA,South-Eastern Asia,920,1990,2876616,444464203,0.6472098271545167,157977,NA,2876616,NA
NA,South-Eastern Asia,920,1995,3700057,485655325.99999994,0.7618689226523587,165400,NA,3700057,NA
NA,South-Eastern Asia,920,2000,5113208,525007931,0.9739296681215279,314189,NA,5113208,NA
NA,South-Eastern Asia,920,2005,6718503,561156071,1.1972610379189856,164630,NA,6718503,NA
NA,South-Eastern Asia,920,2010,8685564,596947245,1.4549969151796653,192726,NA,8685564,NA
NA,South-Eastern Asia,920,2015,10237687,634305703.9999999,1.6139988865684238,301552,NA,10237687,NA
NA,South-Eastern Asia,920,2019,10190867,662011806.0000001,1.5393784382147406,277323,NA,10190867,NA
BRN,Brunei Darussalam,96,1990,73200,258721,28.293026078285102,0,26323,73200,0.1017428040244124
BRN,Brunei Darussalam,96,1995,84748,297114,28.523731631629612,0,35052,84748,0.11797491871806781
BRN,Brunei Darussalam,96,2000,96296,333165,28.903396215088616,0,45242,96296,0.13579457626101182
BRN,Brunei Darussalam,96,2005,98441,365114,26.961716066762712,0,45284,98441,0.1240270162195917
BRN,Brunei Darussalam,96,2010,100587,388646,25.881393350246753,0,43871,100587,0.11288164550773712
BRN,Brunei Darussalam,96,2015,102733,414907,24.760488495012137,0,45663,102733,0.11005598845042383
BRN,Brunei Darussalam,96,2019,110641,433285,25.535386639278993,0,46994,110641,0.10845978974577934
KHM,Cambodia,116,1990,38375,8975597,0.427548161977415,0,355430,38375,0.03959959432224954
KHM,Cambodia,116,1995,92230,10656138,0.865510563020111,15,418216,92230,0.039246488737289253
KHM,Cambodia,116,2000,146085,12155239,1.2018274589253244,34,459625,146085,0.037812913427699775
KHM,Cambodia,116,2005,114031,13273354,0.8590971053736682,130,674465,114031,0.0508134567947182
KHM,Cambodia,116,2010,81977,14312212,0.5727765910678237,129,953169,81977,0.066598300807729785
KHM,Cambodia,116,2015,73963,15521436,0.47652163111712087,104,1042590,73963,0.06717097567518882
KHM,Cambodia,116,2019,78649,16486542.000000002,0.4770497051473862,114,1097975,78649,0.06659825935602505
IDN,Indonesia,360,1990,465612,181413402,0.25665799487074276,2138,1638365,465612,0.00903111336834971
IDN,Indonesia,360,1995,378960,196934260,0.19242969709790464,202,1953465,378960,0.009919376141053364
IDN,Indonesia,360,2000,292307,211513823,0.13819758720922934,142562,2431466,292307,0.011495541830379569
IDN,Indonesia,360,2005,289568,226289470,0.12796353272646757,405,2804569,289568,0.01239372296024203
IDN,Indonesia,360,2010,305416,241834215,0.1262914761668443,811,3429170,305416,0.014179838034911643
IDN,Indonesia,360,2015,338124,258383256,0.13086142083448318,13548,4081744,338124,0.015797246552230148
IDN,Indonesia,360,2019,353135,270625568,0.13048840972779036,13789,4533048,353135,0.016750257684447614
LAO,Lao People's Democratic Republic,418,1990,22866,4258472,0.5369531606642007,0,483021,22866,0.11342589548551688
LAO,Lao People's Democratic Republic,418,1995,23526,4846483,0.48542417253913817,0,547793,23526,0.11302897379398628
LAO,Lao People's Democratic Republic,418,2000,21948,5323700,0.41226966207712684,0,649288,21948,0.12196179348949039
LAO,Lao People's Democratic Republic,418,2005,20371,5751676,0.3541750265487833,0,895859,20371,0.15575616568109887
LAO,Lao People's Democratic Republic,418,2010,32955,6249165,0.5273504540206572,0,1198715,32955,0.191820027155628
LAO,Lao People's Democratic Republic,418,2015,45538,6741164,0.6755213194635229,0,1285279,45538,0.19066128638911617
LAO,Lao People's Democratic Republic,418,2019,48275,7169455,0.6733426738852535,0,1347091,48275,0.1878930825285883
MYS,Malaysia,458,1990,695920,18029824,3.8598269178889373,14862,562762,695920,0.031212839348847776
MYS,Malaysia,458,1995,937368,20487607,4.5752927611311565,23323,863664,937368,0.042155435722678596
MYS,Malaysia,458,2000,1463598,23194257,6.31017410904777,50487,1203638,1463598,0.05189379422673466
MYS,Malaysia,458,2005,1918504,25690611,7.467724298188159,44531,1380437,1918504,0.05373313231047716
MYS,Malaysia,458,2010,2417395,28208035,8.569880886775701,92855,1598510,2417395,0.05666860523960637
MYS,Malaysia,458,2015,3280681,30270962,10.837716356685329,154581,1795850,3280681,0.059325831798804414
MYS,Malaysia,458,2019,3430380,31949777,10.736788554111035,151291,1689315,3430380,0.05287407796304807
MMR,Myanmar,104,1990,133545,41335199,0.3230781591253498,0,685310,133545,0.01657933230223471
MMR,Myanmar,104,1995,113663,43901598,0.25890401529347523,0,911446,113663,0.020761112158149686
MMR,Myanmar,104,2000,98011,46719701,0.2097851610822595,0,1224311,98011,0.02620545452549022
MMR,Myanmar,104,2005,83025,48949924,0.16961211216589428,0,1801951,83025,0.036812130699120184
MMR,Myanmar,104,2010,76414,50600818,0.1510133689933629,0,2469533,76414,0.048804211030738676
